,id,name,com1,com2,Segment K-means PCA
2363,1FU5XtuVZVWzNtGI2PQPfe,Here It Is Tomorrow Again (with Teddy Wilson & His Orchestra),1.2176725926299816,-0.776307936662163,1
2364,1UW1o8IG0lVnD4hYmH2hs3,You're a Lucky Guy,1.0514048366647781,-0.43413462912088735,1
2367,2MlBVVcesacAzwCwxbKovD,You're Just a No Account,1.712098380948601,-0.5779861647450505,1
2368,2ietnt2x3jNalr5Soon0sh,Wherever You Are (with Teddy Wilson & His Orchestra) - Take 1,1.6539191093226941,-0.6474892249019139,1
2369,4r7fadnpXIGdO325ioGWg5,Long Gone Blues,1.4036433928344243,-0.23400177817986964,1
2370,6EhRziqFnoHpyYrWatAoso,The Way You Look Tonight (with Teddy Wilson & His Orchestra) - Take 1,1.0744276601235745,-1.2304039223776981,1
2371,6IxZSDvGqr60Y2hN8EhvAl,If Dreams Come True (with Teddy Wilson & His Orchestra) - Take 1,0.5701598376361467,-1.3119346905306557,1
2372,7glFHKIn8reUVqoGBqY2Hw,I've Got a Date with a Dream - Take 1,1.7847814077742563,-0.6483531172648901,1
2373,1OkJDW2yzFGznAhBdV8LM0,I'm Nobody's Baby,1.136154515601923,-1.1583394212693232,1
2374,26j0Vp1DsZXDkOLIfLERlJ,Nice Work If You Can Get It (with Teddy Wilson & His Orchestra),0.8881689255037887,-1.3665889490622036,1
2376,3pHoQa202JgSYaq5PfleyV,April In My Heart (with Teddy Wilson & His Orchestra) - Take 1,1.1150958931906123,-0.8359694501801066,1
2378,4DKozN9PIa6LJcsfQCv3tV,Who Wants Love?,0.9692307870458392,-1.2235712707421633,1
2379,4SAmnzxAxPfMwB6nflDNdH,The Moon Looks Down and Laughs - Take 1,1.797421596848314,-0.7857411484094089,1
2380,5s93HvSRL9r6zdYAKITk6X,"Swing, Brother, Swing - Live",0.7339590375501976,-1.526007648583808,1
2381,61k2b1tL7rdHzffQ0Mm6wG,Everybody's Laughing (with Teddy Wilson & His Orchestra),1.2228816830232438,-0.6804971534997594,1
2382,77e3QJ0HdxKRDWuYXK6Ur3,I Can't Believe That You're In Love with Me (with Teddy Wilson & His Orchestra),1.5261324652182453,-0.9085404686805097,1
2383,12ILkVNEChtplYTq7KlMfm,Barbecue Bess,1.282557669352679,-0.812846684044549,1
2385,16kr3FFvIBhPFAhpVx3AKT,No Regrets - Take 2,0.7124599591469335,-1.35229896855311,1
2387,2vMfPoZr7G5wE77AyjIWSZ,When You're Smiling (The Whole World Smiles with You) (with Teddy Wilson & His Orchestra) - Take 4,0.9642561662417204,-0.9943843830951012,1
2388,2vzVpyjDF4EtY94WXRMFOb,Dream of Life,1.6794236082937484,-0.831529093097057,1
2389,3wBjOlmacuiwDmTCbr8EWE,They Can't Take That Away from Me - Live,1.2947413929112332,-0.3353626309646347,1
2390,3zeIEZz02RXrpDFNILxmjg,Laughing at Life - Take 1,1.356001675551998,-0.8781442965251663,1
2394,5D4KRU5SA67Ihl8tFG17XG,St. Louis Blues (with Benny Carter & His All Star Orchestra) - Take 1,1.479297864299929,-0.8125937776805461,1
2395,5DmRrkLKAhuxxbbWxxTm2r,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 1",1.5617801481822575,-0.8665281203960365,1
2396,5a3v0r74kWtNg2SBvzpQeA,You Can't Be Mine,1.4721609052965772,-1.048893073303844,1
2397,60rsH7NnQR215LIoRShCuS,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 1,1.3335415406889852,-0.4990258796812785,1
2398,6HBMAhRN5KFJkyPwUFKS7g,Everything Happens for the Best,1.358070755760025,-0.24367966149982995,1
2400,6dlLHilqWyUsVq4vMGa1GO,On the Sentimental Side - Take 1,1.795321377997986,-0.5146553793645798,1
2401,6dopcaTLaZOUFWUqYYG9wa,My First Impression of You (with Teddy Wilson & His Orchestra) - Take 4,1.2530109685567652,-0.7229605797200003,1
2403,6v4QZtpIyZxArZbholMLvJ,Back In Your Own Backyard - Take 1,0.904145222776715,-1.1570200148824945,1
2404,6wsr6EPevkmLBukP6G2Fz0,On the Sentimental Side - Take 2,1.8867922291009263,-0.2785532323914015,1
2405,7BUXtsYWZHkqW6OT38HSDy,Váyase en Paz,-0.1738161089704926,-2.2039355593245338,1
2406,42kZZMyWGoiFScVmZhSNhy,Doin' The Uptown Lowdown,0.02675328562247271,-1.381786611837313,1
2408,3MRuLuNoT3pr4hD1kkHS2p,"Zigeunerweisen, Op. 20: IV. Allegro molto vivace",1.2667285568832063,-0.6453106195558338,1
2414,4vF9qufYzGf0fEVx8II8az,"Santa Claus Came in the Spring (From ""Beat the Band"")",1.2739563902505577,-0.7450045822975011,1
2415,0C9NmODjSsn3E8nbipUAvT,The Very Thought of You (Roy Fox),1.4385334852141547,-0.9144618255469282,1
2416,0Y4XuSc5sdrH14rFyaFJaK,St. Louis Blues,1.2692229827081223,-2.4415231677485063,1
2417,0vkoKV5iV35KDHOQXF2KIH,Honeysuckle Rose,0.9958148686328372,-0.7162332271326723,1
2418,6Eamtb4aRX2UtPf87JflyP,Goodbye Love,1.198301647529572,-0.37981090227344033,1
2419,0Ima424rYDqZ1jAoa7onX7,Troubled,1.1740855828948242,-1.0677005853714947,1
2420,7Dq901ZJYfVHWZG82B6xCC,On The Sunny Side Of The Street,1.6084164985205422,-0.4948172422603789,1
2421,0kbpf9Tk3TCRYVsW0LW2pJ,My Dancing Lady,1.030707269464923,-0.6351348875104226,1
2424,2SYNroABY0if34gYbA6cbY,Were You Foolin',1.375645533278945,-0.2233504566268091,1
2428,6SThM2OLHggSH62gXGXHGf,Jingle Bells,1.5166630403532464,-1.1670889247337362,1
2430,1f1Ge5ulaWpOvEYeY5Keta,The Pied Piper,1.4274792037903503,-1.3206456293232476,1
2431,1lsPoBeNyRkAsx26RwQ4Xn,Jeepers Creepers (with Benny Goodman & His Orchestra),0.7351226095148274,-1.8746003037822994,1
2433,299CyMflSkpmo3NPiqAq06,Everything I Have Is Yours,1.4798655747059182,-0.059009820633685546,1
2434,4hKKFfFOYMvJUAffz1ATZA,That's All I Ask of You - Alternate Take,1.7330988741251798,-0.6480829959434476,1
2435,4tuy7NOS9I5yb4KDhtUgLu,Love Is The Thing,1.4143972438492292,-0.1367734523798375,1
2437,6b6Ux06pFD6XWRxheIuAEk,Winter Wonderland,0.914156022335851,-0.4972266528843074,1
2439,0sg8zFrCzObI6AtfEzhvEu,"Hello, My Darling (with Teddy Wilson & His Orchestra) - Take 2",1.640618668656589,-1.0982923414227077,1
2440,0zvnDRyg1LLnMU4zaoXJqz,Falling In Love Again - Take 2,1.7241439392222329,-0.6088877677502298,1
2441,1LJVsmwzIC2vxffCkJiIGF,I Hear Music - Take 2,0.9186528065440509,-1.1965122185939006,1
2442,1gQK2knIi0R2uLbRrNWii0,Practice Makes Perfect - Take 3,0.9808942916312912,-0.5995334931429368,1
2443,20uGXvQblrwLzNFA3ko8c9,More Than You Know (with Teddy Wilson & His Orchestra) - Take 2,1.4908851351169172,-0.6303627259795241,1
2444,234R6rBe6of88kvmB1mTkj,Nothin' But the Blues,2.072998837134771,-0.4893472184225406,1
2446,2MH2yQOuudHLRkX7UJ2BCJ,Practice Makes Perfect - Take 2,1.2392750091865288,-0.6935248978517696,1
2448,2h7OSfDgRrb6A7ngcMDpsH,April In My Heart (with Teddy Wilson & His Orchestra) - Take 2,1.3284479840924481,-0.5201352214045639,1
2451,3rNNBBc8aCBLo9gvifZPt3,They Say (with Teddy Wilson & His Orchestra) - Take 2,1.579382137185833,-0.6031455753369811,1
2452,3txg5deOKoQlNhKnLjmt6b,You're so Desirable (with Teddy Wilson & His Orchestra) - Take 2,1.5628586034552259,-1.181047460326621,1
2453,4TsWxY9h3rJPt2qm0Ny0BC,Practice Makes Perfect - Take 4,0.9166316872847344,-0.5694425979210636,1
2454,4aeBoNL5ZRSYH3ae6YsJo2,Who's Afraid Of The Big Bad Wolf?,0.7633850249327312,-1.604319378087002,1
2456,68l4RTNtJ3BYW5ZK1rpHQz,The Same Old Story - Take 3,2.128533439536527,-0.5118955004606591,1
2457,6IZm3pIbX4bFNpspZmyHM2,I Cried for You (with Benny Goodman & His Orchestra),1.4331889108538518,-0.6998038109797894,1
2459,7ETNjuS6jQoF8nnPXL3zRj,You're Gonna See a Lot of Me (with Teddy Wilson & His Orchestra) - Take 2,1.5103807617273006,-0.9096990836126859,1
2461,7gpHfI6nj0k2dY5qVHCs4I,Laughing at Life - Take 2,0.8513780924718366,-0.978838404738353,1
2462,7t8z32FpcO4UaOGnaz7zLx,Let's Dream In the Moonlight (with Teddy Wilson & His Orchestra) - Take 1,1.7356139860874342,-0.532315030478175,1
2464,00RuTdbcWPRIvUO71qRS4Z,Because It's Love,2.238347279694311,-1.0862457395162524,1
2466,03P0VmWzrzGoWCrF68coiR,Marie,1.6540760583809229,-0.788163974620721,1
2467,03nqzgT74U7DvePlJBX0rF,Mentir en Amor Es Pecado - Remasterizado,1.4461398039612379,-0.834169233534128,1
2473,08gNINeWkkHiP1kaeE0PGw,Ο τεμπέλης,2.2298806297692746,-0.5250631821863344,1
2474,0A8xrRnrdqyqQrZXwogPQ7,Hopa Hopa - Remasterizado,1.8922971583860346,-1.115125020571124,1
2475,0BlRvOWNKLl3OfF46o6akN,I've Found A New Baby,1.3530972572402655,-0.3558558635617087,1
2477,0Dv3d9x02E0r0WJjTF5nUT,Perdona Si No Vuelvo - Remasterizado,2.4252478043054513,-0.8524124680435717,1
2478,0Fr28qLZQFfM3NXxukvek0,Shake Your Head (From Side to Side),1.542441089892389,-1.3329599276629258,1
2479,0HY5MbYa1nDonQPIIWEquH,Tormento - Remasterizado,1.5718443282373613,-1.2831401289567714,1
2480,0HzoRw2LEFYbtTk3ojzjTw,Pillerías - Remasterizado,1.3813120873864488,-1.356698136138646,1
2481,0JNXo8F50Y0MoVnmhDN4Xn,The Flight of the Bumblebee (from Tsar Saltan),2.2347388725531427,-1.0024625979183368,1
2484,0N1i4dQs5TEuzHZQkHxNGb,Tain't What You Do (It's the Way That Cha Do It),0.9308721420802543,-1.7393482836944398,1
2485,0OFBp294QWjCNeb1eotlTa,Russian Lullaby,2.1388411477074367,-0.8288509216663766,1
2486,0Q3WMao3drcsgWABuV5Ok7,La Mezquita - Remasterizado,1.4746365187636281,-1.6039019161534418,1
2490,0UTfq5bukun3ZxUIDCAyy0,The Wearin' of The Green,1.7535272339882582,-0.7249738705613307,1
2492,0UvGFz6BrAHvnwhaLLUwh9,Suite 2 (From Drôle de drame) (1937),1.5283918376984513,-0.3592875580064617,1
2494,0W00x3CpfbXAQPg8zKbJ1m,Amar y Ser Amado - Remasterizado,1.723140503277063,-1.0786771429680169,1
2496,0X0zCwvQY1VL6lapcgnpSj,El Casamiento No Me Interesa - Remasterizado,1.6525340098382841,-1.4325213118567162,1
2498,0YNvR4T0GKFec5tjvHMATL,Cambalache - Remasterizado,1.922648131146755,-1.753615688821366,1
2499,0ZlPJoeo4AgMOhCBd8CY0K,No Se Quien Soy - Remasterizado,1.9318551146384868,-1.3369360977101923,1
2501,0d0f9a5CU1IcOC6fSAP6qv,Baby Won't You Please Come Home,0.6804322956569206,-1.5449145463694511,1
2503,0eZdSxDYAhzh3fsvGU7Cpf,Penas y Alegrías - Remasterizado,1.3828050669621281,-1.3355778554209146,1
2504,0enXAhEpM5DkSEcSrTP7CL,Fiesta Granadina - Remasterizado,1.416001035386004,-0.9482661725936999,1
2505,0eo0ftn6gRcAraf7LhfuJM,A Dose of the Blues,1.6817532448707306,-0.260582723105694,1
2506,0fOYKVZ4Ml10NeQTuojlEe,"Que Hacés, Que Hacés? - Remasterizado",1.927812956870919,-1.8470422984288184,1
2507,0ft365DKlE5Cr0Wg5ixQJt,Since My Best Girl Turned Me Down,1.4496228994484146,-1.399488780348414,1
2509,0h9L214er9GQUkyO8m8iZb,Bright Blue Eyes - LOL Edit,-0.45966891071886895,-0.795879026881148,1
2510,0huOz3WuYvkuB1GsY7rqIN,Adios Pampa Mia,1.6329718720072854,-0.1467473571363255,1
2512,0jcI0pMwUuV2Zd9zxQbnOy,Santo Remedio - Remasterizado,0.8975358924781685,-2.16557343558695,1
2513,0kPOcuCcDxwujJ7N0iYJFO,Λοταρτζής,1.9546661308434492,-1.2082400637514692,1
2514,0kQMObxQjDkw5geOksPVcx,Dolor Gaucho - Remasterizado,2.711574356742828,-0.9952041202748327,1
2517,0lxjAnjTPqtiq4Ehm13LJV,Biyer Pare,2.294036326975002,-0.5601282957267751,1
2518,0mJYz487aGsuRZ540uPWHb,Mendelssohn's Spring Song,1.3915969975612854,-1.3039485884199395,1
2521,0njY04Jo8CrqSBptzxSo1S,"Sometimes I'm Happy (from ""Hit the Deck"")",2.0142874617627724,-0.6023710874599272,1
2522,0pnTEoYmrJ2fU9ne84FXOm,My Wild Oat,1.1485051801147994,-2.0733200751584464,1
2523,0qiALfhbs9vZEv8tBwVRB3,May I?,1.4271155330086798,-0.08771408293693832,1
2528,0yOGWVSkBCwnHzAxvIXXGY,Gather Lip Rouge While You May,0.8440360281399891,-1.939245836259874,1
2530,10Yooe8PJoqB2xL2ICACMs,De Mi Barrio,0.5339621576505851,-0.7622658779645745,1
2531,13VptFTZUo6Yj45SvBPTL9,You Oughta Be In Pictures,1.2215516439231782,-0.114946052316276,1
2532,15zDE6ceQ7LfQkIbH5MuNt,Αχ Μπριγκίτα!,1.6143417602683043,-3.5881297971487096,1
2539,1H99uz4Nja1yfvvQzyK8zl,Stay Calm,-0.16972370508856321,-0.7414343540768816,1
2540,1Hf2qs6qfAKPhHQzK43fpR,İçelim,0.931799592042422,-1.0759558688999515,1
2541,1KMLL9nXybHvBMQhnJ6XNj,To παράπονο του μάγκα,1.8493790453975352,-2.744665878535437,1
2542,1MU08jL6TLIUS2HYGYsRSB,King Porter Stomp - Remastered - 1999,1.3172281799258958,-0.8304287728679423,1
2543,1MlGTXdgRgEB92jrMMJLFJ,Están de Fiesta en la Estancia - Remasterizado,1.7875528361173818,-1.9105263022039654,1
2545,1NKEsI5TcZtgUst6aH2ent,Ερωτοχτυπημενος κανταδόρος,1.7977184488650493,-3.4645503704008696,1
2547,1SbDJz1tdC7yizQHLUFxdC,Now That We're Sweethearts Again,1.9003773708135472,-2.3380096574366056,1
2548,1UoshTJFNeCAZDrOXMDVCL,Why Do I Dream Those Dreams,1.240221974235011,-0.5598163648609183,1
2549,1Wl5vtg1yFRCP7h8fmY2Yx,Happy and Contented,2.1055927630497213,-0.7080765226778881,1
2554,1eICzQuPkhPinyZtOf8ff7,Time to Go Home,1.4106776354044677,-1.6639327092523628,1
2559,1kdBFg4qRFxeycs9CeGewN,Desencontro,0.48679214498532514,-0.48389839532809165,1
2561,1pY0j5QVR1sdY9FNVgn0zT,Dulce Amargura - Remasterizado,1.9276614828704395,-1.2479814006794483,1
2563,1rfQvpCpca23sq8q6K05l5,El Tango de la Mula - Remasterizado,2.0217609199007414,-2.713142417604727,1
2564,1sHmFwpCTGwxlVQyzVF8wl,What You're Doing To Me,1.8357724147326262,-0.4851030411326068,1
2568,1zl7Cznxdaiwd6Fj3pKcLt,It's Psychological,0.9541788155935728,-0.9608385920498641,1
2571,23hhH9cs4QGRLv8kGhcRQ2,Venganza - Remasterizado,1.9906626032572576,-1.1714762894947215,1
2572,26NopLnvZNAHx0IgAatQNn,Over My Shoulder (Roy Fox),1.143190124526841,-2.0035654537672523,1
2573,26w5mEMzdMvEsFcZIkdtY1,La Diablita - Remasterizado,1.7114939304050591,-2.667740065875905,1
2576,28FuPPMQvu1tDwjNfpG6o7,Blue Lou - Take 2,1.5650398028464283,-0.9290186170973038,1
2579,29kFMXU2QSOI8RzPtnLy6x,Aparcero - Remasterizado,1.8559618939179208,-1.5512057080588246,1
2581,2BhYpGo9uKIeRFqzJa0iHT,El Tigre Millan - Remasterizado,1.8494837254305727,-1.9397178506374924,1
2582,2BicrUA49l6wODO1Qsv8kn,Fin de Fiesta - Remasterizado,2.1875614723503376,-1.2484259056308609,1
2583,2BmfP7DtdbzRjaArMznn0i,Ya Tiene Comisario el Pueblo - Remasterizado,1.4199423252648955,-2.3202803989611684,1
2585,2Cs0G7UWK0uvX6rNvFnNmr,Oh! Johanna!,1.382808043962415,-2.0266247084686086,1
2588,2FPHqB0ROA6PDk8DsmYcn7,You're A Builder-Upper,1.1574984802788904,-1.065692823050192,1
2589,2IgLcFb8vLJFkdnRTz9xEl,Rollin' Home,1.4616895019844416,-0.19476859620239806,1
2592,2LHUL1uyO1ePzdhfaqnlqF,Yo Era el Jardinero - Remasterizado,1.1998178945193627,-0.8170065778375736,1
2593,2MUmUhEmYum2HIg4JIr1uO,Siete Lágrimas - Remasterizado,2.096342876423711,-1.0794313241635696,1
2594,2Mc5p5ARbY1PQpRpukGv2o,No Ensartamos Ni Una - Remasterizado,2.282163010028553,-1.932349814088406,1
2598,2Puvk9me0o9kfaX7BdoZ1v,My Belief - LOL Edit,-0.3646660533692048,-0.4741321388838467,1
2599,2RTJb38a9YyVuxDDR3S7ot,My Hat's On the Side of My Head,1.5177550177171273,-1.966390760821051,1
2600,2RYl9elBkSqkDizpIuOFKD,Poor Old Flo,2.343989448530081,-0.5536898045098042,1
2604,2TRdwvDxe4wLjC3omjBomU,I Hate - LOL Edit,-0.09305779608057213,-0.06108806446515495,1
2606,5qWXXF3On2xUfVu1ND1NLN,Cheek to Cheek,0.6794639865094146,0.006688555297734954,1
2608,07IuSThN6YHAAollCnu1Ln,Can the Circle Be Unbroken,0.6372622980738182,-0.1901240599987656,1
2609,6LXh42hEpcVLKtUgVkiKZi,Wildwood Flower,0.897752857400173,-0.1531918871542216,1
2611,7aoDA9nV0UPlzGt3ONluco,Opus One,0.5206536295200108,-0.09164114210953217,1
2612,6rsydV9u6s2Xx2ILteTSsd,Steel Guitar Rag,0.9685145340245594,-0.6331886923105174,1
2613,0YMiGMNehoYpQY2g0bXbPf,Don't Be That Way,1.3291930491730786,-0.7054051565219074,1
2614,0HFqUkRuP4G49GpwqWICVv,Doin' The Jive,1.3867675482307649,-2.0157540714230775,1
2616,69Spn7AHb8CLTYUxVRdsUJ,Let's Call The Whole Thing Off,0.7883740718931402,-0.8456387276529119,1
2617,6hh2YmfRNTp45c7sQwqHlg,One O'Clock Jump,1.2509633712707875,-1.112981142928638,1
2620,1j3oXJcbQdarDIMWq91yKo,Gwine Dig A Hole To Put The Devil In (142-B-1),-0.44275363780219656,-1.7319727302799488,1
2623,1cNk74vcKpjI8f0HbgnUpA,Ain't No Big Thing,0.5384645114222488,-0.48245315475401823,1
2625,22dQ0Z2JZYbDbtrSz2EEa6,Truck Stop,-0.18664102112642766,-1.3294019564890336,1
2626,0OGqPFqcOddyM4jFuVEtrA,Gospel Ship,0.6824351388650121,-0.888607901678078,1
2627,4c6AeV8C6w2mo1UMMMwhfa,Blue Ghost Blues,1.0921095354565662,-0.8458161103369729,1
2628,3uvoCINrp9gSuhQcUNS8F8,Worried Man Blues,0.9610249981700907,-0.8760365435530796,1
2629,2fYCWNT7khY1g5NNLigXFQ,Christopher Columbus,1.537441015249629,-0.986473102376701,1
2630,4LxvtrKZivhE33734kguYx,My Clinch Mountain Home,1.0064012427495415,-1.212597376045924,1
2631,5JqRbDycN7vl8xlBtXdUQs,Lulu Walls,0.8770633278321681,-0.8797302815459515,1
2632,4PtZLCKnW3ZfEH58iIpYsl,Corrine Corrina - 78rpm Version,0.8783579035047857,-1.5818822935343786,1
2634,6gZjxkwi4w50j9JC8txlzq,Keep On the Sunny Side,1.022984851201581,-0.462766411582524,1
2635,02l6ZGdSJyzUe7OJe37ujJ,Black Jack David,0.6619036596076396,-0.9239134172343327,1
2636,2jXi3dBybf4ncByOk2EVNZ,The Storms Are On the Ocean (with Mother Maybelle Carter),1.0100368813111515,-0.0005449579268434576,1
2637,6xKts3hmF9Dl0gy10SFzAu,Ala Balad El Mahbob,1.3436177348328355,-0.21344954215916007,1
2638,0w310cgQUPbxFNtKD9yom1,"Single Girl, Married Girl",1.3392355563952674,-0.16081059563347214,1
2639,46qHVvfYeuYqa63JPop4QR,Billets doux,1.1815146725189716,-0.9848813410555584,1
2640,4rPK0BKxq0pYVTmmRN18k8,River of Jordan,1.1665313004522853,-0.10604811747727139,1
2641,6A5oXLgPG8qNZkxlA1yPiC,My Texas Girl,0.9604541575902162,-0.6220615153499325,1
2642,6d3VXWThYdUzpR1DWXhMHH,Blue Drag,2.234356029628838,-0.6899268069187555,1
2643,7peeKNd4FHqlE6qvTASI3o,Cannon Ball Blues,0.7362813767066505,-0.7224893988349463,1
2644,4uDXCqyC8iTzWC20w1g5NQ,"Top Hat, White Tie And Tails",0.8367984207075174,-1.8418672629396913,1
2645,2D21v1cI2VYNgi1hZzspll,I'm Thinking Tonight of My Blue Eyes,1.1750544630991107,-0.7845686133175407,1
2646,3EBZNZq5gzZ8evNt8MC1zR,La Ingratitud (Albazo Ecuador),1.0240366358526918,-0.9244336416098083,1
2647,2hZgzCpTzSuiyrPz7d5XsO,Sinking In The Lonesome Sea,0.7795367082799842,0.18402749162318813,1
2649,4xQfb5blf4vUjs1ENjomuo,Red Hot Gal of Mine,0.5458315638641401,-1.6591454803614993,1
2650,1DSoq7PRhgSgtedt2G7Poh,Liza,1.9188044732028613,-0.9972779303982103,1
2651,3soY2GxudATQ20iik7d8du,Nice Work If You Can Get It,-0.23580920759569204,-2.211650877020776,1
2653,5c374wrZXQ7m43YhHPgwe5,Get with It,-0.1285908134689648,-1.7361550796460563,1
2654,1BcZ6NEBcWOlAWaxuGn5A8,Tears,2.07700674397122,-0.37699990929944827,1
2655,3dGvcdydFvHT6MeTk1gBqS,Let Yourself Go,1.4847032257764057,-2.1679193551867315,1
2656,6OQpghFAQ44vSd8lduDwDN,On the Rock Where Moses Stood,1.409755825752724,-0.22081916811987487,1
2657,0Efqohit4UE81s9hlGKnw0,My Home Among The Hills,0.9936351169330705,-0.5614098553998239,1
2658,2MJIW6A2Mp1IvTme2jkTPp,Appel direct,1.222941373438044,-0.0522295463995458,1
2660,4Nqfy5EuSfRRmtDq7BCiC1,The Little Black Train,1.1290146298350459,-0.9052204798575876,1
2663,1vFZxlwFxPyZPIX62zKAgJ,Rose Room,0.7630590043779512,-1.230343037604371,1
2664,5yCR8e47PESGgmAfjKTYnq,Roly Poly,-0.012544796456803993,-1.8649135615318617,1
2666,7mPi0RvqNoMDzB4LOmjYa2,Dinah,2.094193186454646,-1.590700065395638,1
2667,07WDFpt2TXypLMyfbnuOnR,Satan Takes a Holiday,1.8471229191724632,-0.7124482064910121,1
2669,1SiNfYyStLU6UVyXn9hoRK,Blackie's Gunman,1.178982633085756,-0.7020085024522618,1
2670,42SnLBfYXFpJBy1pR5W1Vo,Kissing Is a Crime,0.8361736060125685,-1.6041390634135286,1
2672,4T1Jrx8nUsBkNm4hgZ1lyV,Pennies from Heaven (with Teddy Wilson & His Orchestra) - Take 2,1.1681502811980156,-0.8044442047415283,1
2673,5guIOD44LA6qJCxcLaYDKb,Avalon - Take 2,1.610684163858628,-1.6391979814140483,1
2676,7mDQxGuccbjZHUUXrnfnbe,Oh Lady Be Good,2.2708683212670544,-1.5811579119668333,1
2677,0BNR66cEbm4AILOGJW8uNL,Honeysuckle Rose (feat. Charlie Christian),1.1882288358740067,-0.9418914272112937,1
2678,1FLsBX7PvVJkf8UoHzv9Dq,Time on My Hands,2.5879068527033104,-0.865968022298612,1
2679,1PkVYaK58bJxTCjkpItjGS,Cheatin Heart,0.9521671722956291,0.04584761079977162,1
2680,2WsytJ3x9ZTIeUFh1uacPZ,After You've Gone,2.027842246021934,-0.8616369479957198,1
2681,2dwM6gJhRalSY6APljZcz9,Take Me Back to Tulsa,0.3359792603497491,-1.7265359127299438,1
2685,1Tu34UTRYNCarFVuLgbCWy,I Got Rhythm,2.3259727178238276,-1.6685294706889309,1
2688,2AF2O25iNhfadTeoNVm4FT,Hungaria,1.0892015495481426,-1.2837813434650684,1
2692,4y5XXRozx8q2hs3a9SAEAd,Every Day's A Holiday,2.0057903121855842,-1.2721359918280062,1
2693,5SGC1lpx3ppgicJgenkWYZ,Twelfth Year,0.9674976882050867,-1.3307569193666655,1
2694,6BKjRloywXVL2DyXYaUvF9,Community Swing,2.269594849488751,-1.0629122977253105,1
2695,6MYUcN0JrqaQlcyluGhcXz,Djangology,2.4301887635564103,-0.8562724467930889,1
2697,7fvhTtuA2oX6AjGsd97W0e,Clouds,2.5720911967303945,-0.7324266833762323,1
2698,03W1q4az7mfRFOKU422UkG,Stay a Little Longer,0.09261483676369364,-1.9907415907377872,1
2702,1m5MGDyrefbbiOS5UdbxWW,My Sweet,1.6635480679599108,-1.078010290332183,1
2705,4Qx1fQ23f0jgt9DY57nJwN,New San Antonio Rose,0.9151804130956936,-1.3843530429521549,1
2706,4VpfSf1MjpuLb6rVnDTeNf,Dippermouth Blues,2.023863664441213,-1.26596396928095,1
2712,0auXTe2teBuJZX2jqoxmf7,Sweet Stranger,1.8401271280313023,-1.2482988240142467,1
2714,0yPnAkssJWNWTrqyPyvoIR,Why'd Ya Make Me Fall In Love?,1.974767302955517,-1.6377319121488916,1
2715,24AQh1K1k2E6XvFIgSdIX3,The Flat Foot Floogie,2.03020950055314,-0.5749818597869262,1
2716,47jpVGbOSRHphIeLSkR05I,When Day Is Done,1.73217059996566,-1.1669289781665426,1
2717,4qr2zgCKScd8hx0tO0jRL8,My Fine Feathered Friend,2.0400482311399473,-0.885091997289776,1
2720,5aKjqWCMrSPTg6J4oq8AVy,That's What I Like 'Bout the South,-0.0877529554949189,-2.234487833994142,1
2721,5xbwEBaHYUveULNLqleA9L,Humoresque,2.811598949843312,-1.262290735985889,1
2722,6RuU0VL53jrSoVd38VQ1BS,Stompin' at the Savoy - Take 2,1.8732725564876986,-1.058996681982043,1
2723,6nz6GAE7njBNF0Z9W1Ew6N,Swing from Paris,1.5556823941160327,-0.9585656826380159,1
2725,34ttGNIPETPPrdzYTKapf6,Mystery Pacific,1.0837944226320275,-0.9288923991418089,1
2727,5vztMSWfQ3mZDI2NlcGTnP,Time Changes Everything - 78rpm Version,0.9566945549950372,-1.085461046334227,1
2728,7pEcnhug2f8WGfIu9Cr7bi,Sold American,2.158144095531283,-1.547558397362804,1
2729,151zH0f8e5hRf8fs7FDMnl,Away Down In the Alley Blues,1.5205664064616211,-0.7515492976516022,1
2731,1usqilEXvEjgiGdgsvi14V,I Ain't Got Nobody (And Nobody Cares for Me) - 78rpm Version,0.42604999747111255,-0.5066099947596698,1
2732,3mciCz37aKb173x7yksWfE,Brain Cloudy Blues,0.6510119764963547,-1.2416519455942714,1
2733,3pmz2jkNqvfAlPTmRknhMl,Boogie Woogie,2.0620412439700124,-1.346889129942005,1
2734,56JOI7JRIzWeWAlZMFL6fN,Bluer Than Blue,0.2713769531108464,-1.616163702040646,1
2735,5qnbiikQ280QxcLDlBHt0p,Trouble In Mind,0.8754455902130109,-1.391310301411557,1
2736,7C63qlUPzoGdobLvg1fohm,Milenberg Joys Parts 1 & 2,0.7174559118692085,-0.41719811891204805,1
2738,1uVvYFM0aguUfkulrzgWwT,Oozlin' Daddy Blues,0.5014598463072122,-1.9021759556274482,1
2742,3jXTnvpqeUboHME3HlCmST,Liebestraum,0.10163823440888178,-0.8892504642287833,1
2743,3jYQv8VwHCBTlxUbNlTGQr,I'll Get By (As Long As I Have You) (with Teddy Wilson & His Orchestra) - Take 2,2.178140310566478,-0.42505501458857337,1
2744,3v1Yk3CR1REqDl7tfMAIjV,"Stop, Look and Listen",1.6808682258631495,-0.9205920919773302,1
2748,55pl5kwDzf2vj3JclBxTYE,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take 1,1.4841254619397617,-1.3095375460881387,1
